,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,peanut butter,butter type_melted,baking_index
2623,0.32,8.8,470,65.0,224.0,0.9961,8.17,0.47,8.9,7,12.4,1.8,0,0,1,0,0,1,4183.0
2624,0.28,4.2,440,52.0,158.0,0.992,8.35,0.44,10.7,9,11.6,1.79,0,0,1,0,0,1,4708.0
2625,0.29,3.1,230,19.0,89.0,0.99068,8.25,0.51,11.2,8,11.2,1.26,0,0,1,0,0,1,2576.0
2626,0.56,1.0,400,8.0,84.0,0.9938,8.25,0.43,10.8,7,15.6,1.22,0,1,1,0,0,1,4320.0
2627,0.43,1.3,230,33.0,132.0,0.99067,8.11,0.56,11.7,8,14.2,1.67,0,0,1,1,0,1,2691.0
2628,0.41,10.8,480,55.0,149.0,0.9937,8.09,0.59,10.9667,9,12.0,1.63,0,0,1,0,0,1,5264.016
2629,0.49,1.8,610,10.0,145.0,0.9942,8.23,0.48,10.0,7,16.0,1.83,0,0,1,1,0,1,6100.0
2630,0.28,2.1,640,13.0,30.0,0.9968,8.23,0.73,9.7,7,16.2,1.48,1,0,0,0,0,0,6208.0
2631,0.27,12.9,400,60.0,221.0,0.99831,8.05,0.66,9.4,7,14.8,1.61,1,0,0,0,0,1,3760.0
2632,0.1,1.7,630,34.0,53.0,0.9958,8.41,0.67,9.7,5,13.6,1.94,1,1,0,0,0,0,6111.0
2633,0.3,5.5,380,15.0,129.0,0.9948,8.14,0.49,9.6,8,12.8,1.82,0,0,1,0,0,1,3648.0
2634,0.32,8.5,580,47.0,186.0,0.9956,8.19,0.4,9.9,8,14.4,1.8,0,0,1,0,0,1,5742.0
2635,0.28,1.8,220,28.0,158.0,0.9907,8.2,0.64,11.4,8,12.6,1.92,0,0,1,1,0,1,2508.0
2636,0.44,1.3,460,7.0,69.0,0.9944,8.14,0.62,10.2,6,16.4,1.58,0,0,1,0,0,1,4692.0
2637,0.26,14.7,450,53.0,125.0,0.998365,7.99,0.69,9.4,8,12.0,1.17,0,0,1,0,0,1,4230.0
2638,0.32,6.0,330,59.0,128.0,0.99192,8.19,0.71,12.1,10,13.2,1.29,0,0,1,1,0,1,3993.0
2639,0.38,3.3,630,10.0,19.0,0.99468,8.3,0.73,12.0,7,17.4,1.43,1,0,0,0,0,0,7560.0
2640,0.49,2.8,640,5.0,19.0,0.9994,8.14,0.57,11.4,5,25.4,1.87,0,1,1,1,0,0,7296.0
2641,0.49,3.1,640,28.0,46.0,0.9993,8.2,0.8,10.2,6,24.6,1.48,0,0,1,0,0,0,6528.0
2642,0.28,12.5,460,80.0,225.0,0.99685,8.18,0.41,10.0,8,13.0,1.04,0,0,1,0,0,1,4600.0
2643,0.23,1.5,340,37.0,121.0,0.98871,7.96,0.34,12.1,8,11.6,1.67,1,0,0,0,0,1,4114.0
2644,0.44,18.5,570,65.0,224.0,0.99956,8.11,0.53,9.1,7,13.4,1.08,1,0,0,0,0,1,5187.0
2645,0.28,13.8,310,34.0,137.0,0.9948,8.1,0.37,11.6,8,13.8,1.35,1,0,0,0,0,1,3596.0
2646,0.36,20.7,450,45.0,170.0,1.001,8.0,0.45,8.8,8,14.0,1.99,0,0,1,0,0,1,3960.0000000000005
2647,0.22,7.3,350,23.0,117.0,0.99172,8.2,0.39,11.94,9,12.6,1.53,0,1,1,0,0,1,4179.0
2648,0.5,14.5,590,6.0,148.0,0.9983,7.94,0.44,9.1,7,14.2,1.03,1,0,0,0,0,1,5369.0
2649,0.28,2.2,400,24.0,125.0,0.9917,8.19,0.48,10.5,8,12.4,1.94,0,0,1,0,0,1,4200.0
2650,0.49,7.2,390,32.0,84.0,0.9938,7.94,0.32,11.5,8,18.0,1.99,1,0,0,0,0,1,4485.0
2651,0.06,2.0,630,29.0,44.0,0.99489,8.38,0.83,10.3,6,13.0,1.72,1,1,0,0,0,0,6489.0
2652,0.39,1.4,500,19.0,152.0,0.994,8.0,0.42,10.4,8,20.0,1.4,0,0,1,0,0,1,5200.0
2653,0.21,5.4,530,34.0,104.0,0.99445,8.3,0.43,9.4,7,13.6,1.66,0,0,1,1,0,1,4982.0
2654,0.61,16.2,430,14.0,103.0,0.9987,8.06,0.36,9.2,8,14.4,1.31,0,0,1,0,0,1,3955.9999999999995
2655,0.32,1.6,260,43.0,147.0,0.9904,8.29,0.54,12.5,8,13.6,1.59,0,0,1,0,0,1,3250.0
2656,0.18,1.5,620,7.0,50.0,0.9951,8.08,0.6,9.3,5,14.0,1.39,0,1,1,1,0,0,5766.0
2657,0.21,4.1,640,16.0,65.0,0.99842,8.53,0.72,9.25,6,13.8,1.81,0,0,1,0,1,0,5920.0
2658,0.16,9.0,530,32.0,111.0,0.99474,8.36,0.37,10.4,8,11.4,1.82,0,0,1,0,0,1,5512.0
2659,0.33,1.7,350,47.0,136.0,0.99,8.26,0.4,12.6,9,13.8,1.98,0,0,1,0,0,1,4410.0
2660,0.34,13.7,440,66.0,184.0,0.99976,8.22,0.75,8.9,7,15.6,1.31,0,0,1,0,0,1,3916.0
2661,0.45,10.6,320,56.0,212.0,0.997,8.22,0.59,9.5,8,13.4,1.54,1,0,0,0,0,1,3040.0
2662,0.82,1.3,640,70.0,109.0,0.99304,7.93,0.42,9.2,8,14.4,1.3,0,0,1,0,0,1,5888.0
2663,0.22,2.4,300,19.0,135.0,0.9894,8.41,0.78,13.9,9,11.8,1.51,1,0,0,0,0,1,4170.0
2664,0.08,1.9,590,20.0,31.0,0.99484,8.5,0.64,10.2,6,10.8,1.97,1,1,0,0,0,0,6018.0
2665,0.41,2.1,540,24.0,166.0,0.9948,8.48,0.62,10.5,8,14.2,1.07,0,0,1,0,0,1,5670.0
2666,0.28,1.8,280,39.0,132.0,0.99182,8.34,0.46,11.4,7,13.2,1.69,0,0,1,0,0,1,3192.0
2667,0.35,5.7,430,47.0,197.0,0.99392,8.24,0.5,10.1,8,13.0,1.34,0,0,1,0,0,1,4343.0
2668,0.4,1.3,440,25.0,50.0,0.99478,8.2,0.83,10.9,6,18.0,1.28,1,0,0,0,0,0,4796.0
2669,0.74,1.0,440,18.0,132.0,0.992,8.13,0.55,10.2,7,13.8,1.2,1,0,0,0,0,1,4488.0
2670,0.5,16.4,480,36.0,182.0,0.99904,8.02,0.49,8.8,8,13.0,1.58,0,0,1,0,0,1,4224.0
2671,0.45,11.2,540,56.0,137.0,0.997,8.15,0.47,10.0,7,15.2,1.45,0,0,1,1,0,1,5400.0
2672,0.28,1.7,410,53.0,161.0,0.99207,8.13,0.45,10.2,8,13.2,1.76,0,0,1,1,0,1,4182.0
2673,0.38,6.1,640,20.0,90.0,0.99496,8.17,0.79,9.7,7,14.4,1.13,0,0,1,0,0,1,6208.0
2674,0.43,1.6,500,4.0,65.0,0.99346,8.27,0.47,10.7,7,13.6,1.69,1,0,0,0,0,1,5350.0
2675,0.02,1.9,610,26.0,42.0,0.99489,8.39,0.82,10.9,6,13.4,1.8,0,1,1,1,0,0,6649.0
2676,0.26,2.2,210,31.0,119.0,0.98919,8.55,0.49,13.0,10,11.0,1.75,1,0,0,0,0,1,2730.0
2677,0.4,3.6,640,12.0,24.0,0.99549,8.23,0.7,12.0,7,17.8,1.51,1,0,0,0,0,0,7680.0
2678,0.27,1.9,580,18.0,38.0,0.99518,8.16,0.85,11.1,6,17.0,1.44,0,1,1,0,0,0,6438.0
2679,0.32,0.95,410,23.0,131.0,0.99033,8.25,0.35,11.8,7,12.8,1.85,0,0,1,0,0,1,4838.0
2680,0.05,0.8,380,11.0,30.0,0.9924,8.36,0.35,9.2,7,11.6,1.98,0,0,1,0,0,1,3495.9999999999995
2681,0.2,11.5,490,44.0,157.0,0.998,8.27,0.44,9.0,7,14.8,1.68,0,1,1,0,0,1,4410.0
2682,0.47,2.1,640,5.0,11.0,0.9958,8.33,0.53,10.3,6,14.6,1.13,1,0,0,0,0,0,6592.0
2683,0.3,0.9,450,16.0,109.0,0.99249,7.95,0.39,10.1,7,17.2,1.91,1,0,0,0,0,1,4545.0
2684,0.39,7.5,400,57.0,213.0,0.99475,8.32,0.43,10.0,7,12.8,1.14,1,0,0,0,0,1,4000.0
2685,0.26,7.2,480,52.0,207.0,0.99587,8.12,0.37,9.2,7,14.6,1.85,0,0,1,0,0,1,4416.0
2686,0.6,1.85,480,13.0,106.0,0.99331,8.24,0.49,11.85,7,15.8,1.17,1,0,0,0,0,1,5688.0
2687,0.28,8.5,470,54.0,210.0,0.9962,8.09,0.54,8.9,6,13.0,1.96,0,0,1,0,0,1,4183.0
2688,0.3,13.7,560,33.0,168.0,0.99825,7.9,0.44,8.7,9,14.8,1.92,0,0,1,1,0,1,4872.0
2689,0.51,13.6,500,40.0,168.0,0.9976,8.07,0.52,9.6,9,14.0,1.67,1,0,0,0,0,1,4800.0
2690,0.23,6.2,420,15.0,93.0,0.9948,7.89,0.34,10.1,8,18.4,1.34,0,1,0,1,0,1,4242.0
2691,0.36,13.1,560,72.0,163.0,1.0,8.42,0.35,9.1,8,14.8,1.7,0,0,1,1,0,1,5096.0
2692,0.57,15.0,520,35.0,256.0,1.0001,7.93,0.64,8.6,7,16.6,1.64,1,0,0,0,0,1,4472.0
2693,0.66,2.4,640,3.0,8.0,0.99642,8.2,0.53,11.9,6,22.6,1.84,1,0,0,0,0,0,7616.0
2694,0.34,4.6,540,22.0,130.0,0.99193,8.2,0.46,12.0,9,13.0,1.45,0,0,1,0,0,1,6480.0
2695,0.44,7.0,500,29.0,155.0,0.9955,8.14,0.42,9.5,7,13.6,1.47,1,0,0,0,0,1,4750.0
2696,0.31,1.7,600,34.0,110.0,0.9963,8.72,0.69,10.5,8,14.6,1.96,0,0,1,0,0,1,6300.0
2697,0.26,2.2,350,10.0,72.0,0.989465,8.11,0.48,12.15,8,12.0,1.38,0,0,1,0,0,1,4252.5
2698,0.39,2.6,640,12.0,46.0,0.9985,8.43,0.62,10.7,6,16.0,1.16,1,1,0,0,0,0,6848.0
2699,0.26,2.0,640,31.0,131.0,0.99622,8.21,0.52,9.9,5,15.6,1.97,0,1,1,1,0,0,6336.0
2700,0.27,4.7,310,31.0,92.0,0.9922,8.01,0.33,12.0,8,17.0,1.12,0,0,1,0,0,1,3720.0
2701,0.18,6.3,640,27.0,166.0,0.99474,7.9,0.49,9.5,7,14.2,1.25,1,0,0,0,0,1,6080.0
2702,0.33,1.4,290,29.0,109.0,0.9902,8.15,0.51,12.8,9,14.4,1.69,1,0,0,0,0,1,3712.0
2703,0.27,1.4,380,31.0,122.0,0.9927,8.15,0.46,10.3,8,14.4,1.98,0,0,1,0,0,1,3914.0000000000005
2704,0.36,1.8,400,24.0,187.0,0.9956,8.25,0.55,9.5,8,17.2,1.48,0,0,1,1,0,1,3800.0
2705,0.31,12.0,530,46.0,238.0,0.9977,8.16,0.48,8.6,7,12.2,1.02,1,0,0,0,0,1,4558.0
2706,0.2,2.4,640,10.0,38.0,0.99735,8.31,0.64,9.4,5,16.8,1.15,0,1,0,1,0,0,6016.0
2707,0.28,4.9,420,51.0,180.0,0.9952,8.3,0.75,9.5,8,13.2,1.82,0,0,1,0,0,1,3990.0
2708,0.12,2.3,640,25.0,36.0,0.99519,8.47,0.71,11.3,7,12.8,1.74,1,1,0,0,0,0,7232.0
2709,0.32,7.9,340,17.0,81.0,0.99512,8.29,0.31,10.0,8,13.4,1.03,0,0,1,1,0,1,3400.0
2710,0.21,2.0,640,7.0,35.0,0.9961,8.33,0.47,9.5,5,14.6,1.37,1,0,0,0,0,0,6080.0
2711,0.15,8.1,460,51.0,180.0,0.9958,8.13,0.45,8.9,7,13.8,1.37,1,0,0,0,0,1,4094.0
2712,0.3,5.4,430,41.0,149.0,0.9926,8.33,0.42,10.8,9,11.6,1.78,0,0,1,0,0,1,4644.0
2713,0.26,6.5,420,32.0,160.0,0.9944,8.14,0.47,10.7,7,15.2,1.3,0,0,1,0,0,1,4494.0
2714,0.23,16.2,550,36.0,176.0,0.9986,8.26,0.54,9.1,7,12.8,1.63,1,0,0,0,0,1,5005.0
2715,0.29,2.2,370,37.0,102.0,0.992,8.27,0.64,11.0,9,14.4,1.1,0,0,1,0,0,1,4070.0
2716,0.32,2.0,620,15.0,28.0,0.9947,8.23,0.73,11.3,7,14.4,1.32,1,0,0,0,0,0,7006.0
2717,0.58,11.2,360,44.0,161.0,0.9977,8.06,0.41,8.9,8,15.6,1.07,0,0,1,0,0,1,3204.0
2718,0.1,1.4,490,29.0,118.0,0.9936,8.21,0.41,9.5,7,13.6,1.83,1,0,0,0,0,1,4655.0
2719,0.23,1.5,330,39.0,121.0,0.9887,7.96,0.35,12.0,7,11.6,1.07,1,0,0,0,0,1,3960.0
2720,0.11,1.4,640,8.0,24.0,0.99578,7.88,0.47,9.7,5,20.0,1.49,0,1,1,1,0,0,6208.0
2721,0.3,10.2,640,44.0,179.0,0.99666,7.86,0.46,8.9,8,13.4,1.09,0,0,1,0,0,1,5696.0
2722,0.34,6.1,340,31.0,114.0,0.99365,8.32,0.58,10.1333,9,12.2,1.59,0,0,1,1,0,1,3445.322
2723,0.32,1.1,320,29.0,80.0,0.98972,8.23,0.36,12.1,8,14.0,1.74,0,0,1,1,0,1,3872.0
2724,0.24,4.8,410,30.0,113.0,0.99445,8.42,0.4,9.4,8,10.8,1.35,0,0,1,1,0,1,3854.0
2725,0.31,5.3,430,42.0,157.0,0.99455,8.35,0.47,10.5,7,12.8,1.05,0,0,1,1,0,1,4515.0
2726,0.56,3.1,640,5.0,14.0,0.99476,8.21,1.03,11.6,6,15.0,1.29,1,1,0,0,0,0,7424.0
2727,0.3,1.4,410,15.0,102.0,0.9929,8.26,0.53,10.4,8,15.4,1.16,0,0,1,0,0,1,4264.0
2728,0.17,5.1,490,26.0,82.0,0.993,8.0,0.38,9.8,8,13.6,1.18,0,0,1,1,0,1,4802.0
2729,0.28,7.8,520,27.0,91.0,0.99432,8.19,0.38,10.4,8,10.8,1.37,0,0,1,0,0,1,5408.0
2730,0.41,14.2,390,47.0,129.0,0.99678,8.28,0.72,10.3,9,13.0,1.92,0,0,1,1,0,1,4017.0000000000005
2731,0.19,2.4,490,42.0,166.0,0.992,8.25,0.43,10.4,8,11.2,1.91,0,0,1,0,0,1,5096.0
2732,0.69,2.3,640,12.0,24.0,0.9958,8.0,0.65,12.8,6,23.8,1.42,1,0,0,0,0,0,8192.0
2733,0.32,1.4,370,27.0,126.0,0.9918,8.19,0.62,12.0,7,14.2,1.32,1,0,0,0,0,1,4440.0
2734,0.38,11.8,550,51.0,170.0,1.0004,8.34,0.82,8.9,8,16.8,1.17,0,0,1,0,0,1,4895.0
2735,0.38,1.2,640,47.0,130.0,0.99132,8.31,0.4,10.3,8,9.6,1.63,0,0,1,0,0,1,6592.0
2736,0.4,6.3,220,23.0,174.0,0.9922,8.54,0.5,11.6,9,11.2,1.2,1,0,0,0,0,1,2552.0
2737,0.09,1.7,640,10.0,89.0,0.9962,8.3,0.57,9.0,5,14.6,1.7,0,0,0,0,1,0,5760.0
2738,0.26,9.2,580,34.0,199.0,0.9972,8.14,0.55,9.3,8,15.6,1.44,0,1,1,0,0,1,5394.0
2739,0.34,1.8,280,26.0,168.0,0.9911,7.99,0.48,12.1,9,15.4,1.41,0,0,1,0,0,1,3388.0
2740,0.49,4.3,640,6.0,47.0,1.0021,8.3,0.68,12.7,6,26.0,1.22,0,1,1,0,0,0,8128.0
2741,0.39,2.0,410,4.0,10.0,0.99386,8.27,0.71,12.5,7,16.8,1.67,0,0,1,0,0,0,5125.0
2742,0.2,2.8,380,28.0,109.0,0.98968,8.23,0.47,13.4,8,14.2,1.31,0,1,1,0,0,1,5092.0
2743,0.42,2.3,640,9.0,20.0,0.99426,8.38,0.77,12.7,7,16.6,1.58,1,0,0,0,0,0,8128.0
2744,0.31,6.3,290,41.0,131.0,0.99326,8.08,0.49,10.8,8,13.8,1.35,0,0,1,0,0,1,3132.0
2745,0.35,4.6,320,32.0,148.0,0.99458,8.15,0.45,11.5,9,17.8,1.56,1,0,0,0,0,1,3680.0
2746,0.0,2.6,640,11.0,34.0,0.9976,8.44,0.53,9.5,5,16.0,2.0,0,1,0,1,0,0,6080.0
2747,0.16,1.8,640,11.0,25.0,0.9955,8.42,0.74,10.1,7,12.2,1.52,0,1,1,0,0,0,6464.0
2748,0.19,19.4,310,28.0,106.0,0.99704,7.97,0.4,10.55,8,11.6,1.84,1,0,0,0,0,1,3270.5
2749,0.2,1.9,640,9.0,23.0,0.99585,8.39,0.43,9.05,4,13.8,1.16,0,1,1,0,0,0,5792.0
2750,0.37,1.6,400,31.0,101.0,0.99009,8.15,0.66,12.0,7,13.2,1.32,0,0,1,0,0,1,4800.0
2751,0.19,1.8,640,12.0,47.0,0.9964,8.19,0.93,9.5,5,15.6,1.55,1,1,0,0,0,0,6080.0
2752,0.06,2.6,640,20.0,44.0,0.9965,8.38,0.59,10.7,6,15.0,1.01,1,1,0,0,0,0,6848.0
2753,0.29,2.3,330,14.0,82.0,0.99132,8.1,0.58,11.2,9,13.8,1.28,0,0,1,1,0,1,3695.9999999999995
2754,0.35,2.0,640,9.0,92.0,0.9963,8.28,0.62,9.4,5,14.2,1.82,0,1,1,1,0,0,6016.0
2755,0.22,8.8,520,24.0,113.0,0.99576,8.22,0.45,9.4,7,13.4,1.08,0,1,1,0,0,1,4888.0
2756,0.44,1.5,420,6.0,12.0,0.99542,8.35,0.61,10.7,5,16.2,1.83,1,0,0,0,0,0,4494.0
2757,0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,15.2,1.61,0,0,1,0,0,1,4984.0
2758,0.55,11.95,380,22.0,111.0,0.99687,8.11,0.29,9.7,7,13.8,1.1,1,0,0,0,0,1,3685.9999999999995
2759,0.0,2.2,640,6.0,9.0,0.9948,8.59,0.54,11.5,6,12.2,1.57,1,1,0,0,0,0,7360.0
2760,0.28,5.1,390,50.0,139.0,0.99165,8.16,0.44,11.3,8,11.8,1.21,0,0,1,1,0,1,4407.0
2761,0.26,15.6,490,67.0,210.0,0.99907,8.06,0.68,9.5,7,14.8,1.72,1,0,0,0,0,1,4655.0
2762,0.5,6.6,450,30.0,122.0,0.99415,8.22,0.49,9.9,8,12.2,1.44,0,0,1,0,0,1,4455.0
2763,0.27,1.9,480,40.0,170.0,0.9938,8.64,0.54,10.0,9,12.0,1.81,0,0,1,0,0,1,4800.0
2764,0.06,1.3,640,5.0,12.0,0.9942,8.17,0.48,9.8,5,14.2,1.91,0,1,1,1,0,0,6272.0
2765,0.26,4.45,330,23.0,100.0,0.99117,8.17,0.52,12.7,8,15.8,1.13,0,1,1,0,0,1,4191.0
2766,1.0,18.2,470,55.0,205.0,0.99965,7.96,0.43,9.6,7,16.4,1.94,1,0,0,0,0,1,4512.0
2767,0.3,12.9,540,57.0,170.0,0.9972,8.28,0.39,9.4,7,11.8,1.37,0,0,1,0,0,1,5076.0
2768,0.43,6.2,640,42.0,178.0,0.99552,8.11,0.53,9.4,7,13.8,1.16,0,1,1,0,0,1,6016.0
2769,0.49,1.6,450,31.0,100.0,0.9942,8.4,0.59,10.2,7,14.2,1.88,1,0,0,0,0,1,4590.0
2770,0.51,2.0,640,16.0,62.0,0.9979,8.03,1.17,9.0,5,17.2,1.8,0,1,1,0,0,0,5760.0
2771,0.6,2.2,640,7.0,18.0,0.9986,8.04,1.06,9.4,5,21.2,1.54,1,0,0,0,0,0,6016.0
2772,0.33,7.7,480,42.0,180.0,0.9974,8.37,0.59,10.1,8,15.0,1.7,0,0,1,0,0,1,4848.0
2773,0.29,5.4,460,34.0,116.0,0.99224,8.24,0.41,11.4,8,11.8,1.43,0,0,1,0,0,1,5244.0
2774,0.36,2.1,340,26.0,172.0,0.9944,8.42,0.48,10.5,6,15.2,1.48,1,0,0,0,0,1,3570.0
2775,0.3,5.3,500,40.0,127.0,0.9942,8.4,0.39,9.7,8,13.6,1.95,0,0,1,1,0,1,4850.0
2776,0.18,2.4,640,6.0,20.0,0.9963,8.29,0.6,10.2,6,15.4,1.75,0,1,1,1,0,0,6528.0
2777,0.5,1.4,640,6.0,26.0,0.99791,8.07,0.6,10.4,4,24.0,1.33,0,1,1,1,0,0,6656.0
2778,0.26,7.2,480,52.0,207.0,0.99587,8.12,0.37,9.2,7,14.6,1.32,0,0,1,0,0,1,4416.0
2779,0.0,2.4,640,14.0,30.0,0.9966,8.52,0.55,10.7,6,13.6,1.97,0,1,0,1,0,0,6848.0
2780,0.27,2.3,420,19.0,120.0,0.98952,8.32,0.41,12.7,9,12.0,1.42,1,0,0,0,0,1,5334.0
2781,0.4,2.4,520,4.0,10.0,0.99356,8.33,0.7,12.8,7,16.4,1.37,0,0,1,0,0,0,6656.0
2782,0.2,3.4,460,9.0,116.0,0.9944,8.15,0.41,9.4,7,15.2,1.11,1,0,0,0,0,1,4324.0
2783,0.02,2.2,640,31.0,92.0,0.99566,8.32,0.68,11.0667,6,14.6,1.57,0,1,1,1,0,0,7082.688
2784,0.27,10.7,640,47.0,154.0,0.9967,8.05,0.38,9.0,7,13.6,1.89,0,0,1,0,0,1,5760.0
2785,0.37,3.1,260,29.0,93.0,0.99035,8.14,0.45,12.2,8,13.6,1.29,0,0,1,0,0,1,3172.0
2786,0.23,2.3,640,23.0,94.0,0.99686,8.21,0.58,9.5,6,15.8,1.9,1,1,0,0,0,0,6080.0
2787,0.4,12.4,640,29.0,190.0,0.9991,8.07,0.64,9.2,7,16.0,1.63,0,1,1,0,0,1,5888.0
2788,0.66,5.8,640,7.0,42.0,1.0022,8.07,0.73,10.0,7,25.6,1.31,0,1,1,1,0,0,6400.0
2789,0.37,5.5,250,31.0,105.0,0.99082,8.06,0.33,12.6,10,14.2,1.11,0,0,1,0,0,1,3150.0
2790,0.0,2.5,640,12.0,24.0,0.99798,8.38,0.46,9.6,4,16.2,1.74,0,1,0,1,0,0,6144.0
2791,0.49,9.3,300,26.0,132.0,0.994,7.99,0.32,11.0,9,14.8,1.38,0,0,1,1,0,1,3300.0
2792,0.29,9.7,440,33.0,98.0,0.99536,8.12,0.36,9.2,8,12.0,1.93,0,0,1,1,0,1,4047.9999999999995
2793,0.32,1.3,480,23.0,76.0,0.9903,7.96,0.46,12.0,8,15.2,1.24,0,0,1,0,0,1,5760.0
2794,0.49,4.3,640,6.0,47.0,1.0021,8.3,0.68,12.7,6,26.0,1.33,0,1,1,0,0,0,8128.0
2795,0.37,14.3,630,48.0,191.0,0.9978,7.89,0.38,9.0,8,14.6,1.2,0,0,1,0,0,1,5670.0
2796,0.37,1.5,280,26.0,75.0,0.9922,8.3,0.46,10.8,9,14.0,1.49,0,0,1,1,0,1,3024.0
2797,0.69,10.2,410,58.0,160.0,0.9977,8.06,0.45,8.6,7,14.6,1.67,1,0,0,0,0,1,3526.0
2798,0.06,6.8,420,9.0,84.0,0.99432,8.44,0.44,10.2,7,11.2,1.77,0,1,1,1,0,1,4284.0
2799,0.39,2.1,550,39.0,198.0,0.9951,8.52,0.54,10.2,8,14.0,1.7,0,0,1,0,0,1,5610.0
2800,0.28,2.7,530,16.0,92.0,0.99372,8.18,0.56,9.3,7,14.0,1.57,0,0,1,0,0,1,4929.0
2801,0.01,2.1,640,31.0,43.0,0.99371,8.41,0.57,11.8,6,15.4,1.17,0,1,0,1,0,0,7552.0
2802,0.29,16.85,540,23.0,135.0,0.9998,8.16,0.38,9.0,8,15.6,1.91,1,0,0,0,0,1,4860.0
2803,0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,15.2,1.77,0,0,1,0,0,1,4984.0
2804,0.74,1.6,400,27.0,103.0,0.9916,8.07,0.4,10.8,9,15.2,1.71,0,0,1,1,0,1,4320.0
2805,0.22,2.0,470,146.5,307.5,0.9924,8.24,0.37,11.0,5,14.2,1.72,0,1,1,0,0,1,5170.0
2806,0.31,9.1,360,45.0,140.0,0.99216,7.98,0.31,12.0,9,14.0,1.81,1,0,0,0,0,1,4320.0
2807,0.22,17.8,340,16.0,116.0,0.9989,8.07,0.53,9.2,7,13.6,1.73,0,0,1,0,0,1,3127.9999999999995
2808,0.39,2.5,640,63.0,158.0,0.9937,8.11,0.36,9.4,8,13.4,1.99,0,0,1,0,0,1,6016.0
2809,0.2,1.7,640,36.0,60.0,0.99494,8.1,0.4,9.3,5,15.0,1.18,0,1,1,1,0,0,5952.0
2810,0.33,4.7,230,28.0,110.0,0.991,8.3,0.38,12.5,9,12.6,1.6,0,1,1,0,0,1,2875.0
2811,0.25,17.3,460,15.0,110.0,0.99828,8.15,0.42,9.2,8,13.0,1.16,0,0,1,0,0,1,4232.0
2812,0.24,6.1,320,19.0,86.0,0.98934,8.04,0.26,13.4,10,12.4,1.54,1,0,0,0,0,1,4288.0
2813,0.45,2.3,640,11.0,22.0,1.0,8.0,0.7,9.3,6,25.4,1.72,1,1,0,0,0,0,5952.0
2814,0.22,11.5,360,27.0,150.0,0.99445,8.0,0.33,10.6,8,12.6,1.01,0,0,1,0,0,1,3816.0
2815,0.28,14.4,550,55.0,205.0,0.9986,8.12,0.38,9.0,9,14.4,1.89,0,0,1,0,0,1,4950.0
2816,0.01,2.4,640,17.0,32.0,0.9955,8.55,0.61,12.8,6,13.4,1.01,0,1,0,1,0,0,8192.0
2817,0.43,10.9,450,53.0,154.0,0.99752,8.52,0.77,10.4,8,13.2,1.41,0,0,1,1,0,1,4680.0
2818,0.38,4.75,330,23.0,94.0,0.991,8.42,0.42,11.8,9,11.4,1.16,1,0,0,0,0,1,3894.0000000000005
2819,0.2,2.0,640,34.0,44.0,0.99494,8.1,0.43,9.3,5,15.0,1.94,1,1,0,0,0,0,5952.0
2820,0.14,1.3,360,69.0,168.0,0.99212,8.47,0.46,10.4667,7,9.8,1.16,1,0,0,0,0,1,3768.0119999999997
2821,0.28,14.4,550,55.0,205.0,0.9986,8.12,0.38,9.0,9,14.4,1.05,0,0,1,0,0,1,4950.0
2822,0.49,7.1,420,22.0,124.0,0.9944,8.14,0.41,10.8,8,16.2,1.94,0,0,1,0,0,1,4536.0
2823,0.0,1.7,640,7.0,17.0,0.99659,8.26,0.64,9.4,6,15.6,1.77,1,1,0,0,0,0,6016.0
2824,0.49,13.0,330,37.0,158.0,0.9955,8.14,0.35,11.3,8,15.6,1.17,0,1,1,0,0,1,3729.0000000000005
2825,0.37,0.9,490,36.0,109.0,0.99007,7.89,0.44,12.7,6,16.0,1.86,0,0,1,1,0,0,6223.0
2826,0.57,2.0,640,27.0,65.0,0.9969,8.28,0.79,10.7,5,18.6,1.76,1,0,0,0,0,0,6848.0
2827,0.44,7.6,500,40.0,227.0,0.99679,8.12,0.52,9.0,7,14.8,1.44,1,0,0,0,0,1,4500.0
2828,0.32,7.2,470,17.0,109.0,0.99498,8.42,0.44,10.4,8,13.6,1.7,0,0,1,1,0,1,4888.0
2829,0.26,1.1,470,42.0,119.0,0.99158,8.48,0.6,11.0,9,12.4,1.72,0,0,1,0,0,1,5170.0
2830,0.3,1.9,640,8.0,17.0,0.99774,8.32,0.71,10.5,6,18.2,1.66,1,1,0,0,0,0,6720.0
2831,0.32,1.2,430,23.0,72.0,0.99236,8.06,0.68,10.5,7,15.2,1.85,0,0,1,0,0,1,4515.0
2832,0.12,2.6,640,12.0,28.0,0.9994,8.51,0.72,10.0,5,16.6,1.62,0,1,0,1,0,0,6400.0
2833,0.29,5.0,580,28.0,105.0,0.9946,8.52,0.44,10.2,9,13.4,1.59,0,0,1,1,0,1,5916.0
2834,0.66,9.1,390,26.0,159.0,0.9965,8.66,0.55,10.8,7,11.6,1.42,0,0,1,0,0,1,4212.0
2835,0.28,1.1,340,47.0,90.0,0.98862,8.22,0.38,12.6,8,12.0,1.48,0,0,1,0,0,1,4284.0
